Linear_Setpoint,Linear_Velocity,Robot_Pixel,Robot_Pixel_Setpoint,Angular_Velocity
0.22,0.208256,320,320,-0.037594
0.22,0.210731,319,320,-0.0293233
0.22,0.210959,319,320,-0.0285714
0.22,0.21118699999999999,319,320,-0.0278195
0.22,0.177549,335,320,-0.159398
0.22,0.17868699999999998,333,320,-0.154135
0.22,0.20914899999999997,309,320,0.0345865
0.22,0.195327,304,320,0.08421050000000001
0.22,0.203902,322,320,-0.0526316
0.22,0.190371,328,320,-0.10375899999999999
0.22,0.218033,314,320,0.00601504
0.22,0.20411600000000002,309,320,0.0518797
0.22,0.195132,306,320,0.0849624
0.22,0.206056,323,320,-0.0451128
0.22,0.194161,328,320,-0.0887218
0.22,0.213265,314,320,0.021052599999999998
0.22,0.21443800000000002,315,320,0.0172932
0.22,0.186548,332,320,-0.119549
0.22,0.218521,317,320,-0.00451128
0.22,0.188896,330,320,-0.109774
0.22,0.21256799999999998,313,320,0.0233083
0.22,0.20116900000000001,324,320,-0.062405999999999996
0.22,0.195523,306,320,0.08345860000000001
0.22,0.21303200000000005,320,320,-0.021804499999999997
0.22,0.19281700000000002,306,320,0.093985
0.22,0.190185,306,320,0.10451099999999999
0.22,0.204544,326,320,-0.0503759
0.22,0.190185,332,320,-0.10451099999999999
0.22,0.211416,315,320,0.027067700000000004
0.22,0.20411600000000002,325,320,-0.0518797
0.22,0.199523,310,320,0.0684211
0.22,0.195327,309,320,0.08421050000000001
0.22,0.191117,308,320,0.100752
0.22,0.207812,326,320,-0.0390977
0.22,0.195132,331,320,-0.0849624
0.22,0.215385,318,320,0.0142857
0.22,0.195523,330,320,-0.08345860000000001
0.22,0.195719,329,320,-0.0827068
0.22,0.20518899999999998,324,320,-0.048120300000000005
0.22,0.20914899999999997,322,320,-0.0345865
0.22,0.21118699999999999,321,320,-0.0278195
0.22,0.2161,319,320,-0.0120301
0.22,0.21634,319,320,-0.0112782
0.22,0.21658000000000002,319,320,-0.010526299999999999
0.22,0.216821,319,320,-0.00977444
0.22,0.219752,318,320,-0.00075188
0.22,0.21754600000000002,319,320,-0.0075188
0.22,0.21778899999999998,319,320,-0.00676692
0.22,0.21925799999999998,318,320,0.00225564
0.22,0.186548,304,320,0.119549
0.22,0.21754600000000002,319,320,0.0075188
0.22,0.217304,321,320,-0.00827068
0.22,0.211875,323,320,-0.0255639
0.22,0.21118699999999999,323,320,-0.0278195
0.22,0.190743,307,320,0.102256
0.22,0.2161,322,320,-0.0120301
0.22,0.196508,330,320,-0.0796992
0.22,0.192437,331,320,-0.0954887
0.22,0.205839,324,320,-0.0458647
0.22,0.21754600000000002,319,320,-0.0075188
0.22,0.21778899999999998,319,320,-0.00676692
0.22,0.2128,321,320,-0.0225564
0.22,0.21778899999999998,319,320,-0.00676692
0.22,0.218033,319,320,-0.00601504
0.22,0.218277,319,320,-0.00526316
0.22,0.218521,319,320,-0.00451128
0.22,0.218521,318,320,0.00451128
0.22,0.218033,318,320,0.00601504
0.22,0.219752,319,320,-0.00075188
0.22,0.22,319,320,-3.83465e-16
0.22,0.219752,319,320,0.00075188
0.22,0.219505,319,320,0.00150376
0.22,0.21925799999999998,319,320,0.00225564
0.22,0.218277,320,320,-0.00526316
0.22,0.21901199999999998,319,320,0.00300752
0.22,0.218766,319,320,0.0037594
0.22,0.218766,320,320,-0.0037594
0.22,0.218766,320,320,-0.0037594
0.22,0.218521,319,320,0.00451128
0.22,0.218277,319,320,0.00526316
0.22,0.21925799999999998,320,320,-0.00225564
0.22,0.21925799999999998,320,320,-0.00225564
0.22,0.21925799999999998,320,320,-0.00225564
0.22,0.21925799999999998,320,320,-0.00225564
0.22,0.21925799999999998,320,320,-0.00225564
0.22,0.21925799999999998,320,320,-0.00225564
0.22,0.218033,319,320,0.00601504
0.22,0.21778899999999998,319,320,0.00676692
0.22,0.21754600000000002,319,320,0.0075188
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.22,320,320,-3.8502999999999997e-16
0.22,0.217304,319,320,0.00827068
0.22,0.21706199999999998,319,320,0.00902256
0.22,0.219505,320,320,0.00150376
0.22,0.219505,320,320,0.00150376
0.22,0.219505,320,320,0.00150376
0.22,0.219505,320,320,0.00150376
0.22,0.216821,319,320,0.00977444
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21658000000000002,319,320,0.010526299999999999
0.22,0.21634,319,320,0.0112782
0.22,0.218766,320,320,0.0037594
0.22,0.218766,320,320,0.0037594
0.22,0.218766,320,320,0.0037594
0.22,0.218766,320,320,0.0037594
0.22,0.218766,320,320,0.0037594
0.22,0.218766,320,320,0.0037594
0.22,0.218766,320,320,0.0037594
0.22,0.2161,319,320,0.0120301
0.22,0.21586100000000005,319,320,0.012782
0.22,0.218277,320,320,0.00526316
0.22,0.218277,320,320,0.00526316
0.22,0.215623,319,320,0.013533799999999999
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.215385,319,320,0.0142857
0.22,0.21514699999999998,319,320,0.0150376
0.22,0.21491,319,320,0.0157895
0.22,0.217304,320,320,0.00827068
0.22,0.22,321,320,-3.84769e-16
0.22,0.21754600000000002,320,320,0.0075188
0.22,0.21754600000000002,320,320,0.0075188
0.22,0.21754600000000002,320,320,0.0075188
0.22,0.21491,319,320,0.0157895
0.22,0.21467399999999998,319,320,0.0165414
0.22,0.21706199999999998,320,320,0.00902256
0.22,0.21706199999999998,320,320,0.00902256
0.22,0.21706199999999998,320,320,0.00902256
0.22,0.21706199999999998,320,320,0.00902256
0.22,0.21443800000000002,319,320,0.0172932
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.214202,319,320,0.018045099999999998
0.22,0.21396700000000002,319,320,0.018797
0.22,0.213733,319,320,0.0195489
0.22,0.21349899999999997,319,320,0.020300799999999997
0.22,0.213265,319,320,0.021052599999999998
0.22,0.21303200000000005,319,320,0.021804499999999997
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.2128,319,320,0.0225564
0.22,0.180172,304,320,0.147368
0.22,0.177549,304,320,0.159398
0.22,0.21658000000000002,326,320,-0.010526299999999999
0.22,0.202002,317,320,0.0593985
0.22,0.19891199999999998,333,320,-0.0706767
0.22,0.198507,332,320,-0.0721805
0.22,0.20518899999999998,328,320,-0.048120300000000005
0.22,0.194742,311,320,0.0864662
0.22,0.215385,324,320,-0.0142857
0.22,0.197703,331,320,-0.075188
0.22,0.202632,314,320,0.057142899999999996
0.22,0.218766,321,320,0.0037594
0.22,0.218277,322,320,-0.00526316
0.22,0.189079,308,320,0.109023
0.22,0.179344,304,320,0.15112799999999998
0.22,0.180339,306,320,0.146617
0.22,0.20013699999999998,317,320,0.0661654
0.22,0.208925,321,320,0.0353383
0.22,0.196113,335,320,-0.081203
0.22,0.21005,320,320,0.0315789
0.22,0.20432999999999998,330,320,-0.0511278
0.22,0.206931,328,320,-0.042105300000000005
0.22,0.187084,308,320,0.11729300000000001
0.22,0.179344,305,320,0.15112799999999998
0.22,0.184257,309,320,0.129323
0.22,0.19871,317,320,0.07142860000000001
0.22,0.198104,317,320,0.0736842
0.22,0.195327,316,320,0.08421050000000001
0.22,0.196706,317,320,0.07894739999999999
0.22,0.196113,317,320,0.081203
0.22,0.197703,318,320,0.075188
0.22,0.199523,319,320,0.0684211
0.22,0.201585,320,320,0.0609023
0.22,0.201585,320,320,0.0609023
0.22,0.201585,320,320,0.0609023
0.22,0.201585,320,320,0.0609023
0.22,0.201585,320,320,0.0609023
0.22,0.19281700000000002,316,320,0.093985
0.22,0.18219200000000002,311,320,0.138346
0.22,0.177065,309,320,0.161654
0.22,0.175315,309,320,0.169925
0.22,0.173598,309,320,0.178195
0.22,0.173598,310,320,0.178195
0.22,0.175472,312,320,0.169173
0.22,0.179509,315,320,0.150376
0.22,0.180506,316,320,0.14586500000000002
0.22,0.18168299999999998,317,320,0.140602
0.22,0.18304700000000002,318,320,0.13458599999999998
0.22,0.175472,314,320,0.169173
0.22,0.160329,305,320,0.24811999999999998
0.22,0.150321,299,320,0.309023
0.22,0.147927,299,320,0.324812
0.22,0.148039,301,320,0.32406
0.22,0.153515,307,320,0.288722
0.22,0.157354,311,320,0.265414
0.22,0.159022,313,320,0.255639
0.22,0.152674,309,320,0.293985
0.22,0.140673,294,320,0.37594
0.22,0.140673,279,320,0.37594
0.22,0.140673,274,320,0.37594
0.22,0.140673,279,320,0.37594
0.22,0.140673,290,320,0.37594
0.22,0.140673,309,320,0.37594
0.22,0.140673,312,320,0.37594
0.22,0.140673,317,320,0.37594
0.22,0.151724,328,320,0.3
0.22,0.188349,350,320,0.11202999999999999
0.22,0.21256799999999998,358,320,0.0233083
0.22,0.215623,359,320,-0.013533799999999999
0.22,0.196113,344,320,0.081203
0.22,0.140673,305,320,0.37594
0.22,0.140673,0,320,0.37594
0.22,0.140673,71,320,0.37594
0.22,0.140673,0,320,0.37594
0.22,0.140673,3,320,0.37594
0.22,0.140673,0,320,0.37594
0.22,0.140673,246,320,0.37594
0.22,0.140673,7,320,0.37594
0.22,0.140673,6,320,0.37594
0.22,0.140673,35,320,0.37594
0.22,0.140673,201,320,0.37594
0.22,0.140673,0,320,0.37594
0.22,0.140673,139,320,0.37594
0.22,0.140673,194,320,0.37594
0.22,0.140673,197,320,0.37594
0.22,0.140673,180,320,0.37594
0.22,0.140673,134,320,0.37594
0.22,0.140673,146,320,0.37594
0.22,0.140673,147,320,0.37594
0.22,0.140673,143,320,0.37594
0.22,0.140673,143,320,0.37594
0.22,0.140673,0,320,0.37594
0.22,0.140673,0,320,0.37594
0.22,0.140673,22,320,0.37594
0.22,0.140673,37,320,0.37594
0.22,0.140673,58,320,0.37594
0.22,0.140673,77,320,0.37594
0.22,0.140673,89,320,0.37594
0.22,0.140673,105,320,0.37594
0.22,0.140673,116,320,0.37594
0.22,0.140673,131,320,0.37594
0.22,0.140673,140,320,0.37594
0.22,0.140673,149,320,0.37594
0.22,0.140673,158,320,0.37594
0.22,0.140673,167,320,0.37594
0.22,0.140673,175,320,0.37594
0.22,0.140673,184,320,0.37594
0.22,0.140673,197,320,0.37594
0.22,0.140673,209,320,0.37594
0.22,0.140673,218,320,0.37594
0.22,0.140673,230,320,0.37594
0.22,0.140673,239,320,0.37594
0.22,0.140673,252,320,0.37594
0.22,0.140673,265,320,0.37594
0.22,0.140673,274,320,0.37594
0.22,0.140673,283,320,0.37594
0.22,0.140673,296,320,0.37594
0.22,0.140673,309,320,0.37594
0.22,0.140673,319,320,0.37594
0.22,0.140673,333,320,0.37594
0.22,0.140673,342,320,0.37594
0.22,0.140673,355,320,0.37594
0.22,0.140673,365,320,0.37594
0.22,0.140673,375,320,0.37594
0.22,0.140673,384,320,0.37594
0.22,0.140673,394,320,0.37594
0.22,0.140673,409,320,0.37594
0.22,0.140673,419,320,0.37594
0.22,0.140673,436,320,0.37594
0.22,0.140673,445,320,0.37594
0.22,0.140673,462,320,0.37594
0.22,0.140673,472,320,0.37594
0.22,0.140673,490,320,0.37594
0.22,0.140673,501,320,0.37594
0.22,0.140673,518,320,0.37594
0.22,0.140673,530,320,0.37594
0.22,0.140673,548,320,0.37594
0.22,0.140673,567,320,0.37594
0.22,0.140673,580,320,0.37594
0.22,0.140673,600,320,0.37594
0.22,0.140673,614,320,0.37594
0.22,0.140673,628,320,0.37594
0.22,0.140673,635,320,0.37594
0.22,0.140673,635,320,0.37594
0.22,0.140673,635,320,0.37594
0.22,0.140673,635,320,0.37594
0.22,0.140673,635,320,0.37594
0.22,0.140673,635,320,0.37594
0.22,0.168646,635,320,0.203008
0.22,0.20937399999999998,635,320,-0.0338346
0.22,0.156471,635,320,-0.270677
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,635,320,-0.37594
0.22,0.140673,636,320,-0.37594
0.22,0.140673,614,320,-0.37594
0.22,0.140673,592,320,-0.37594
0.22,0.140673,577,320,-0.37594
0.22,0.140673,569,320,-0.37594
0.22,0.140673,555,320,-0.37594
0.22,0.140673,540,320,-0.37594
0.22,0.140673,525,320,-0.37594
0.22,0.140673,502,320,-0.37594
0.22,0.140673,479,320,-0.37594
0.22,0.140673,463,320,-0.37594
0.22,0.140673,440,320,-0.37594
0.22,0.140673,423,320,-0.37594
0.22,0.140673,398,320,-0.37594
0.22,0.140673,371,320,-0.37594
0.22,0.140673,353,320,-0.37594
0.22,0.140673,326,320,-0.37594
0.22,0.140673,306,320,-0.37594
0.22,0.140673,277,320,-0.37594
0.22,0.140673,246,320,-0.37594
0.22,0.140673,212,320,-0.37594
0.22,0.140673,190,320,-0.37594
0.22,0.140673,164,320,-0.37594
0.22,0.143361,141,320,-0.35639099999999996
0.22,0.21778899999999998,115,320,-0.00676692
0.22,0.14138699999999998,88,320,0.370677
0.22,0.140673,62,320,0.37594
0.22,0.140673,43,320,0.37594
0.22,0.140673,43,320,0.37594
0.22,0.140673,54,320,0.37594
0.22,0.140673,85,320,0.37594
0.22,0.140673,99,320,0.37594
0.22,0.140673,108,320,0.37594
0.22,0.140673,130,320,0.37594
0.22,0.140673,141,320,0.37594
0.22,0.140673,160,320,0.37594
0.22,0.140673,173,320,0.37594
0.22,0.140673,191,320,0.37594
0.22,0.140673,203,320,0.37594
0.22,0.140673,221,320,0.37594
0.22,0.140673,239,320,0.37594
0.22,0.140673,252,320,0.37594
0.22,0.140673,263,320,0.37594
0.22,0.140673,275,320,0.37594
0.22,0.140673,288,320,0.37594
0.22,0.140673,306,320,0.37594
0.22,0.140673,318,320,0.37594
0.22,0.140673,337,320,0.37594
0.22,0.140673,350,320,0.37594
0.22,0.140673,369,320,0.37594
0.22,0.153515,389,320,0.288722
0.22,0.182362,401,320,0.137594
0.22,0.210277,414,320,-0.030827099999999996
0.22,0.18495599999999998,417,320,-0.126316
0.22,0.174374,414,320,-0.17443599999999998
0.22,0.17011600000000002,408,320,-0.19548900000000002
0.22,0.17868699999999998,395,320,-0.154135
0.22,0.182704,386,320,-0.13609000000000002
0.22,0.190557,376,320,-0.10300799999999999
0.22,0.194548,369,320,-0.08721799999999999
0.22,0.20959899999999998,358,320,-0.0330827
0.22,0.206056,356,320,-0.0451128
0.22,0.207813,352,320,-0.0390977
0.22,0.210504,348,320,-0.0300752
0.22,0.211646,345,320,-0.0263158
0.22,0.21586100000000005,338,320,0.012782
0.22,0.21491,336,320,0.0157895
0.22,0.21349899999999997,334,320,0.020300799999999997
0.22,0.211646,332,320,0.0263158
0.22,0.20937399999999998,330,320,0.0338346
0.22,0.20914899999999997,329,320,0.0345865
0.22,0.20627399999999999,327,320,0.0443609
0.22,0.2054050000000001,326,320,0.047368400000000005
0.22,0.206711,326,320,0.042857099999999995
0.22,0.20803400000000002,326,320,0.0383459
0.22,0.206931,325,320,0.042105300000000005
0.22,0.200962,322,320,0.0631579
0.22,0.194742,319,320,0.0864662
0.22,0.194548,319,320,0.08721799999999999
0.22,0.196508,320,320,0.0796992
0.22,0.200962,322,320,0.0631579
0.22,0.206056,324,320,0.0451128
0.22,0.211875,326,320,0.0255639
0.22,0.213265,326,320,0.021052599999999998
0.22,0.217304,327,320,0.00827068
0.22,0.21901199999999998,327,320,0.00300752
0.22,0.218033,326,320,0.00601504
0.22,0.216821,325,320,0.00977444
0.22,0.2128,323,320,0.0225564
0.22,0.192437,337,320,-0.0954887
0.22,0.20982399999999998,320,320,0.0323308
0.22,0.204974,318,320,0.0488722
0.22,0.191304,312,320,0.1
0.22,0.191869,313,320,0.0977444
0.22,0.192627,314,320,0.09473680000000001
0.22,0.197903,317,320,0.0744361
0.22,0.20411600000000002,320,320,0.0518797
0.22,0.20649299999999998,321,320,0.043608999999999995
0.22,0.20914899999999997,322,320,0.0345865
0.22,0.20715,321,320,0.0413534
0.22,0.207371,321,320,0.0406015
0.22,0.207591,321,320,0.0398496
0.22,0.207812,321,320,0.0390977
0.22,0.20803400000000002,321,320,0.0383459
0.22,0.210731,322,320,0.0293233
0.22,0.194354,336,320,-0.08796989999999999
0.22,0.219752,324,320,-0.00075188
0.22,0.21586100000000005,322,320,0.012782
0.22,0.21634,322,320,0.0112782
0.22,0.216821,322,320,0.00977444
0.22,0.21467399999999998,321,320,0.0165414
0.22,0.20982399999999998,319,320,0.0323308
0.22,0.204759,317,320,0.0496241
0.22,0.201793,316,320,0.0601504
0.22,0.203265,317,320,0.0548872
0.22,0.197703,333,320,-0.075188
0.22,0.2128,320,320,0.0225564
0.22,0.210277,319,320,0.030827099999999996
0.22,0.195327,333,320,-0.08421050000000001
0.22,0.18871300000000002,335,320,-0.110526
0.22,0.20649299999999998,315,320,0.043608999999999995
0.22,0.18219200000000002,304,320,0.138346
0.22,0.174219,301,320,0.175188
0.22,0.176424,304,320,0.164662
0.22,0.203265,332,320,-0.0548872
0.22,0.194161,335,320,-0.0887218
0.22,0.183391,339,320,-0.13308299999999998
0.22,0.21778899999999998,322,320,-0.00676692
0.22,0.202421,314,320,0.0578947
0.22,0.18443099999999998,306,320,0.128571
0.22,0.21005,319,320,0.0315789
0.22,0.189631,310,320,0.106767
0.22,0.199727,332,320,-0.0676692
0.22,0.197303,332,320,-0.07669169999999999
0.22,0.19871,313,320,0.07142860000000001
0.22,0.188896,309,320,0.109774
0.22,0.19300799999999999,312,320,0.0932331
0.22,0.20715,319,320,0.0413534
0.22,0.189631,337,320,-0.106767
0.22,0.188531,336,320,-0.111278
0.22,0.195916,331,320,-0.0819549
0.22,0.191304,308,320,0.1
0.22,0.187084,307,320,0.11729300000000001
0.22,0.210504,326,320,-0.0300752
0.22,0.199727,330,320,-0.0676692
0.22,0.197703,330,320,-0.075188
0.22,0.20013699999999998,328,320,-0.0661654
0.22,0.207813,324,320,-0.0390977
0.22,0.21706199999999998,320,320,-0.00902256
0.22,0.21491,317,320,0.0157895
0.22,0.211646,316,320,0.0263158
0.22,0.210731,316,320,0.0293233
0.22,0.20982399999999998,316,320,0.0323308
0.22,0.211416,317,320,0.027067700000000004
0.22,0.210731,317,320,0.0293233
0.22,0.21005,317,320,0.0315789
0.22,0.211875,318,320,0.0255639
0.22,0.21396700000000002,319,320,0.018797
0.22,0.213733,319,320,0.0195489
0.22,0.21349899999999997,319,320,0.020300799999999997
0.22,0.213265,319,320,0.021052599999999998
0.22,0.21303200000000005,319,320,0.021804499999999997
0.22,0.2128,319,320,0.0225564
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21514699999999998,320,320,0.0150376
0.22,0.21778899999999998,321,320,0.00676692
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.215385,320,320,0.0142857
0.22,0.218033,321,320,0.00601504
0.22,0.218277,321,320,0.00526316
0.22,0.218521,321,320,0.00451128
0.22,0.218766,321,320,0.0037594
0.22,0.21634,320,320,0.0112782
0.22,0.21634,320,320,0.0112782
0.22,0.21634,320,320,0.0112782
0.22,0.21901199999999998,321,320,0.00300752
0.22,0.21925799999999998,321,320,0.00225564
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.216821,320,320,0.00977444
0.22,0.219505,321,320,0.00150376
0.22,0.219752,321,320,0.00075188
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.217304,320,320,0.00827068
0.22,0.22,321,320,2.54339e-16
0.22,0.219752,321,320,-0.00075188
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.21778899999999998,320,320,0.00676692
0.22,0.219505,321,320,-0.00150376
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.218033,320,320,0.00601504
0.22,0.21925799999999998,321,320,-0.00225564
0.22,0.218277,320,320,0.00526316
0.22,0.218277,320,320,0.00526316
0.22,0.218277,320,320,0.00526316
0.22,0.21901199999999998,321,320,-0.00300752
0.22,0.218766,321,320,-0.0037594
0.22,0.218521,321,320,-0.00451128
0.22,0.218277,321,320,-0.00526316
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21658000000000002,319,320,0.010526299999999999
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.21901199999999998,320,320,0.00300752
0.22,0.218277,321,320,-0.00526316
0.22,0.218033,321,320,-0.00601504
0.22,0.21778899999999998,321,320,-0.00676692
0.22,0.219752,320,320,0.00075188
0.22,0.21706199999999998,319,320,0.00902256
0.22,0.216821,319,320,0.00977444
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.21925799999999998,320,320,0.00225564
0.22,0.218033,321,320,-0.00601504
0.22,0.219505,320,320,0.00150376
0.22,0.219505,320,320,0.00150376
0.22,0.189079,307,320,0.109023
0.22,0.186726,307,320,0.118797
0.22,0.18443099999999998,307,320,0.128571
0.22,0.18219200000000002,307,320,0.138346
0.22,0.180006,307,320,0.14812
0.22,0.177872,307,320,0.157895
